Direction,TriggerLevel,TriggerTime,GoalLevel,GoalTime,NumTriggers,NumHits,PctCompletion
Upside,1.0,1000,0.236,1300,86.0,4,4.65
Upside,1.0,1000,0.236,1400,86.0,2,2.33
Upside,1.0,1000,0.236,1500,86.0,2,2.33
Upside,1.0,1000,0.382,1100,86.0,2,2.33
Upside,1.0,1000,0.382,1200,86.0,3,3.49
Upside,1.0,1000,0.382,1300,86.0,3,3.49
Upside,1.0,1000,0.382,1400,86.0,3,3.49
Upside,1.0,1000,0.382,1500,86.0,2,2.33
Upside,1.0,1000,0.5,1000,86.0,2,2.33
Upside,1.0,1000,0.5,1100,86.0,2,2.33
Upside,1.0,1000,0.5,1200,86.0,4,4.65
Upside,1.0,1000,0.5,1300,86.0,1,1.16
Upside,1.0,1000,0.5,1400,86.0,4,4.65
Upside,1.0,1000,0.5,1500,86.0,1,1.16
Upside,1.0,1000,0.618,1000,86.0,4,4.65
Upside,1.0,1000,0.618,1100,86.0,7,8.14
Upside,1.0,1000,0.618,1200,86.0,2,2.33
Upside,1.0,1000,0.618,1300,86.0,4,4.65
Upside,1.0,1000,0.618,1400,86.0,6,6.98
Upside,1.0,1000,0.618,1500,86.0,2,2.33
Upside,1.0,1000,0.786,1000,86.0,11,12.79
Upside,1.0,1000,0.786,1100,86.0,9,10.47
Upside,1.0,1000,0.786,1200,86.0,7,8.14
Upside,1.0,1000,0.786,1300,86.0,5,5.81
Upside,1.0,1000,0.786,1400,86.0,1,1.16
Upside,1.0,1000,0.786,1500,86.0,3,3.49
Upside,0.786,1100,-0.786,1500,83.0,1,1.2
Upside,0.786,1100,-0.618,1500,83.0,1,1.2
Upside,0.786,1100,-0.5,1500,83.0,2,2.41
Upside,0.786,1100,-0.382,1500,83.0,3,3.61
Upside,0.786,1100,-0.236,1400,83.0,1,1.2
Upside,0.786,1100,-0.236,1500,83.0,3,3.61
Upside,0.786,1100,0.0,1300,83.0,2,2.41
Upside,0.786,1100,0.0,1500,83.0,4,4.82
Upside,0.786,1100,0.236,1300,83.0,2,2.41
Upside,0.786,1100,0.236,1400,83.0,4,4.82
Upside,0.786,1100,0.236,1500,83.0,2,2.41
Upside,0.786,1100,0.382,1100,83.0,2,2.41
Upside,0.786,1100,0.382,1200,83.0,1,1.2
Upside,0.786,1100,0.382,1300,83.0,3,3.61
Upside,0.786,1100,0.382,1400,83.0,6,7.23
Upside,0.786,1100,0.382,1500,83.0,1,1.2
Upside,0.786,1100,0.5,1100,83.0,3,3.61
Upside,0.786,1100,0.5,1200,83.0,2,2.41
Upside,0.786,1100,0.5,1300,83.0,7,8.43
Upside,0.786,1100,0.5,1400,83.0,4,4.82
Upside,0.786,1100,0.5,1500,83.0,3,3.61
Upside,0.786,1100,0.618,1100,83.0,9,10.84
Upside,0.786,1100,0.618,1200,83.0,15,18.07
Upside,0.786,1100,0.618,1300,83.0,4,4.82
Upside,0.786,1100,0.618,1400,83.0,3,3.61
Upside,0.786,1100,0.618,1500,83.0,6,7.23
Upside,0.786,1100,1.0,1100,83.0,16,19.28
Upside,0.786,1100,1.0,1200,83.0,14,16.87
Upside,0.786,1100,1.0,1300,83.0,13,15.66
Upside,0.786,1100,1.0,1400,83.0,5,6.02
Upside,0.786,1100,1.0,1500,83.0,8,9.64
Downside,-0.5,1500,-1.0,1500,81.0,8,9.88
Downside,-0.5,1500,-1.0,1600,81.0,1,1.23
Downside,-0.5,1500,-0.786,1500,81.0,21,25.93
Downside,-0.5,1500,-0.618,1500,81.0,48,59.26
Downside,-0.5,1500,-0.382,1500,81.0,23,28.4
Downside,-0.5,1500,-0.382,1600,81.0,1,1.23
Downside,-0.5,1500,-0.236,1500,81.0,11,13.58
Downside,-0.5,1500,0.0,1500,81.0,3,3.7
Downside,-0.5,1500,0.236,1500,81.0,1,1.23
Downside,0.0,1100,-1.0,1100,81.0,1,1.23
Downside,0.0,1100,-1.0,1200,81.0,1,1.23
Downside,0.0,1100,-0.786,1100,81.0,1,1.23
Downside,0.0,1100,-0.786,1200,81.0,1,1.23
Downside,0.0,1100,-0.786,1300,81.0,2,2.47
Downside,0.0,1100,-0.786,1400,81.0,1,1.23
Downside,0.0,1100,-0.786,1500,81.0,3,3.7
Downside,0.0,1100,-0.618,1100,81.0,1,1.23
Downside,0.0,1100,-0.618,1200,81.0,3,3.7
